id_venta,fecha,ciudad,region,canal,categoria,producto,segmento_cliente,metodo_pago,precio_unitario,cantidad,descuento,ingreso,costo,utilidad,satisfaccion,dias_envio,devuelto
V102071,2024-06-20,Chiclayo,Norte,Web,Hogar,Lampara LED,Recurrente,Tarjeta debito,190.78,1,0.0,190.78,127.82,62.96,4.0,3,False
V108198,2024-06-20,Arequipa,Sur,App movil,Moda,Jean Slim,Recurrente,Tarjeta debito,124.92,1,0.021,122.3,68.71,53.59,3.5,3,False
V100591,2024-06-20,Lima,Costa,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Tarjeta debito,124.81,4,0.044,477.27,349.47,127.8,5.0,0,False
V108470,2024-06-20,Cusco,Sur,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Billetera digital,158.16,5,0.146,675.34,529.84,145.5,5.0,0,False
V105291,2024-06-20,Lima,Costa,App movil,Tecnologia,Laptop Pro 14,Nuevo,Tarjeta credito,288.18,1,0.111,256.19,236.31,19.88,3.5,6,False
V107161,2024-06-21,Arequipa,Sur,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Billetera digital,169.1,2,0.0,338.2,236.74,101.46,4.0,0,False
V100106,2024-06-21,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta debito,211.01,1,0.079,194.34,141.38,52.96,4.5,0,False
V105215,2024-06-21,Cusco,Sur,Web,Moda,Vestido Casual,Nuevo,Tarjeta debito,110.9,1,0.0,110.9,61.0,49.9,4.5,5,False
V104208,2024-06-21,Tacna,Sur,Tienda fisica,Hogar,Lampara LED,VIP,Tarjeta debito,97.18,1,0.069,90.47,65.11,25.36,4.0,0,False
V108477,2024-06-21,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Efectivo,43.44,4,0.0,173.76,116.42,57.34,3.0,5,False
V104212,2024-06-21,Arequipa,Sur,Tienda fisica,Tecnologia,Tablet Air,Nuevo,Billetera digital,261.66,5,0.018,1284.75,1072.81,211.94,4.5,0,False
V108073,2024-06-21,Lima,Costa,Tienda fisica,Electrodomesticos,Aspiradora Robot,Nuevo,Tarjeta credito,459.77,1,0.012,454.25,358.62,95.63,5.0,0,False
V101190,2024-06-21,Lima,Costa,App movil,Electrodomesticos,Microondas 30L,Nuevo,Tarjeta debito,318.13,1,0.01,314.95,248.14,66.81,4.0,2,False
V106719,2024-06-21,Cusco,Sur,Tienda fisica,Tecnologia,Tablet Air,Nuevo,Tarjeta debito,278.2,1,0.0,278.2,228.12,50.08,4.0,0,False
V109823,2024-06-21,Trujillo,Norte,Tienda fisica,Moda,Jean Slim,Nuevo,Efectivo,107.7,2,0.01,213.25,118.47,94.78,3.5,0,False
V111047,2024-06-21,Piura,Norte,Web,Moda,Casaca Denim,VIP,Tarjeta credito,87.13,3,0.166,218.0,143.76,74.24,4.0,7,False
V109010,2024-06-21,Huancayo,Centro,App movil,Moda,Jean Slim,Nuevo,Tarjeta credito,82.41,1,0.048,78.45,45.33,33.12,4.5,2,True
V109107,2024-06-21,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Nuevo,Tarjeta credito,185.68,5,0.11,826.28,510.62,315.66,5.0,0,False
V101749,2024-06-21,Trujillo,Norte,App movil,Moda,Polo Basico,Recurrente,Billetera digital,60.13,5,0.015,296.14,165.36,130.78,4.0,4,False
V111107,2024-06-22,Trujillo,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,309.98,1,0.017,304.71,254.18,50.53,5.0,0,True
V105105,2024-06-22,Piura,Norte,Tienda fisica,Moda,Casaca Denim,Nuevo,Tarjeta credito,80.43,1,0.013,79.38,44.24,35.14,5.0,0,False
V101832,2024-06-22,Lima,Costa,Web,Moda,Vestido Casual,Recurrente,Tarjeta credito,95.81,4,0.145,327.67,210.78,116.89,4.0,7,False
V100944,2024-06-22,Lima,Costa,Web,Moda,Vestido Casual,Recurrente,Tarjeta debito,133.6,1,0.029,129.73,73.48,56.25,5.0,8,False
V101019,2024-06-22,Cusco,Sur,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Billetera digital,286.13,2,0.017,562.53,469.25,93.28,4.5,0,False
V100009,2024-06-22,Cusco,Sur,Web,Moda,Casaca Denim,Nuevo,Efectivo,97.8,4,0.0,391.2,215.16,176.04,3.5,8,False
V104079,2024-06-22,Tacna,Sur,Tienda fisica,Tecnologia,Tablet Air,Recurrente,Efectivo,420.11,1,0.079,386.92,344.49,42.43,3.5,0,False
V110491,2024-06-22,Arequipa,Sur,App movil,Tecnologia,Smartphone X,Recurrente,Efectivo,380.18,4,0.0,1520.72,1246.99,273.73,4.0,5,False
V109961,2024-06-22,Lima,Costa,Web,Belleza,Kit Skincare,VIP,Tarjeta credito,92.5,3,0.111,246.7,138.75,107.95,4.0,7,False
V107130,2024-06-22,Lima,Costa,Marketplace,Moda,Polo Basico,Recurrente,Tarjeta debito,81.0,2,0.015,159.57,89.1,70.47,4.0,1,False
V106416,2024-06-22,Trujillo,Norte,Marketplace,Electrodomesticos,Refrigeradora 400L,VIP,Tarjeta debito,557.43,1,0.047,531.23,434.8,96.43,3.5,1,False
V110118,2024-06-22,Lima,Costa,Web,Deportes,Colchoneta Yoga,Recurrente,Tarjeta debito,115.06,4,0.018,451.96,322.17,129.79,3.0,6,False
V102831,2024-06-23,Chiclayo,Norte,Tienda fisica,Moda,Polo Basico,Nuevo,Tarjeta credito,64.14,1,0.052,60.8,35.28,25.52,4.0,0,False
V105477,2024-06-23,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Tarjeta debito,133.51,5,0.022,652.86,447.26,205.6,4.0,0,False
V103114,2024-06-23,Piura,Norte,Web,Tecnologia,Laptop Pro 14,VIP,Tarjeta debito,435.75,1,0.074,403.5,357.32,46.18,4.5,8,False
V103752,2024-06-23,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta debito,94.53,4,0.14,325.18,207.97,117.21,3.5,0,False
V103460,2024-06-23,Chiclayo,Norte,Tienda fisica,Hogar,Set de Ollas,Recurrente,Efectivo,113.47,5,0.0,567.35,380.12,187.23,5.0,0,False
V107665,2024-06-23,Lima,Costa,App movil,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta credito,380.56,4,0.103,1365.45,1187.35,178.1,5.0,1,False
V103622,2024-06-23,Piura,Norte,Tienda fisica,Electrodomesticos,Microondas 30L,VIP,Tarjeta debito,350.07,3,0.068,978.8,819.16,159.64,4.5,0,False
V107682,2024-06-23,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta credito,91.96,4,0.056,347.24,202.31,144.93,3.5,0,False
V110976,2024-06-23,Arequipa,Sur,Web,Tecnologia,Tablet Air,VIP,Efectivo,366.17,3,0.033,1062.26,900.78,161.48,5.0,5,False
V101288,2024-06-23,Lima,Costa,App movil,Moda,Jean Slim,Nuevo,Tarjeta debito,84.55,1,0.054,79.98,46.5,33.48,4.0,8,False
V106156,2024-06-23,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Billetera digital,166.01,1,0.02,162.69,111.23,51.46,2.5,0,False
V109147,2024-06-23,Lima,Costa,App movil,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,591.04,1,0.015,582.17,461.01,121.16,3.0,1,False
V104158,2024-06-23,Arequipa,Sur,Web,Belleza,Secadora de Cabello,Recurrente,Billetera digital,12.0,3,0.03,34.92,18.0,16.92,4.5,2,False
V106690,2024-06-23,Arequipa,Sur,Web,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta credito,598.75,1,0.125,523.91,467.02,56.89,5.0,3,False
V111982,2024-06-23,Huancayo,Centro,Web,Moda,Zapatillas Urbanas,Recurrente,Tarjeta debito,78.27,4,0.031,303.37,172.19,131.18,4.0,6,False
V105210,2024-06-23,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Tarjeta credito,142.06,5,0.089,647.08,475.9,171.18,4.5,0,False
V102588,2024-06-23,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Efectivo,156.64,3,0.0,469.92,314.85,155.07,5.0,5,False
V110850,2024-06-24,Lima,Costa,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Efectivo,865.21,1,0.034,835.79,674.86,160.93,5.0,0,False
V106560,2024-06-24,Lima,Costa,App movil,Moda,Polo Basico,Nuevo,Tarjeta credito,44.69,1,0.01,44.24,24.58,19.66,4.0,8,False
V111681,2024-06-24,Lima,Costa,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,304.13,5,0.101,1367.06,1246.93,120.13,3.5,0,True
V106343,2024-06-24,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Recurrente,Billetera digital,95.18,2,0.103,170.75,104.7,66.05,4.0,0,False
V102221,2024-06-24,Lima,Costa,Web,Electrodomesticos,Lavadora 12kg,Recurrente,Billetera digital,673.3,1,0.03,653.1,525.17,127.93,4.0,8,False
V109764,2024-06-24,Cusco,Sur,Tienda fisica,Hogar,Juego de Sabanas,VIP,Tarjeta credito,154.8,4,0.107,552.95,414.86,138.09,5.0,0,False
V102052,2024-06-24,Piura,Norte,App movil,Belleza,Secadora de Cabello,Recurrente,Efectivo,55.75,1,0.0,55.75,27.88,27.87,3.5,6,False
V107305,2024-06-24,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta debito,644.07,1,0.151,546.82,502.37,44.45,4.5,0,False
V108098,2024-06-24,Lima,Costa,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,461.39,1,0.071,428.63,378.34,50.29,4.0,0,False
V106228,2024-06-24,Arequipa,Sur,Web,Tecnologia,Tablet Air,Recurrente,Billetera digital,529.68,1,0.006,526.5,434.34,92.16,4.5,8,False
V100683,2024-06-25,Piura,Norte,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Efectivo,341.99,4,0.013,1350.18,1121.73,228.45,4.5,0,False
V102654,2024-06-25,Cusco,Sur,App movil,Tecnologia,Laptop Pro 14,Recurrente,Billetera digital,331.95,4,0.05,1261.41,1088.8,172.61,4.0,2,False
V105072,2024-06-25,Huancayo,Centro,Web,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,318.43,5,0.0,1592.15,1305.56,286.59,4.5,1,False
V111844,2024-06-25,Lima,Costa,Web,Tecnologia,"Monitor 27""",VIP,Tarjeta credito,261.86,2,0.087,478.16,429.45,48.71,4.0,1,False
V104687,2024-06-25,Huancayo,Centro,Tienda fisica,Electrodomesticos,Lavadora 12kg,Nuevo,Tarjeta debito,573.88,1,0.054,542.89,447.63,95.26,3.5,0,False
V106786,2024-06-25,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Billetera digital,156.5,4,0.114,554.64,419.42,135.22,5.0,0,False
V104017,2024-06-25,Lima,Costa,Tienda fisica,Hogar,Organizador Modular,Nuevo,Efectivo,266.16,1,0.0,266.16,178.33,87.83,4.0,0,False
V111819,2024-06-25,Trujillo,Norte,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Billetera digital,64.9,2,0.047,123.7,90.86,32.84,3.5,0,False
V103997,2024-06-25,Lima,Costa,App movil,Electrodomesticos,Lavadora 12kg,Nuevo,Tarjeta credito,143.84,2,0.016,283.08,224.39,58.69,4.5,3,False
V106264,2024-06-25,Trujillo,Norte,Tienda fisica,Moda,Polo Basico,VIP,Tarjeta credito,102.63,1,0.115,90.83,56.45,34.38,4.5,0,False
V106040,2024-06-25,Piura,Norte,Web,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,259.13,5,0.073,1201.07,1062.43,138.64,3.0,2,True
V109433,2024-06-26,Lima,Costa,Web,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta debito,843.72,1,0.147,719.69,658.1,61.59,4.0,2,False
V100782,2024-06-26,Arequipa,Sur,Tienda fisica,Moda,Vestido Casual,Nuevo,Efectivo,19.78,3,0.04,56.97,32.64,24.33,4.0,0,False
V103123,2024-06-26,Lima,Costa,Tienda fisica,Deportes,Balon Pro,VIP,Tarjeta debito,220.54,2,0.055,416.82,308.76,108.06,4.5,0,False
V100395,2024-06-26,Trujillo,Norte,Web,Moda,Polo Basico,VIP,Tarjeta credito,85.09,2,0.093,154.35,93.6,60.75,3.5,5,False
V103087,2024-06-26,Lima,Costa,Web,Hogar,Lampara LED,Nuevo,Efectivo,112.62,5,0.084,515.8,377.28,138.52,4.0,8,False
V100252,2024-06-26,Trujillo,Norte,Tienda fisica,Hogar,Juego de Sabanas,Nuevo,Tarjeta debito,74.96,1,0.088,68.36,50.22,18.14,4.5,0,False
V107005,2024-06-26,Cusco,Sur,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,176.41,4,0.056,666.12,472.78,193.34,3.5,0,False
V111726,2024-06-26,Chiclayo,Norte,Tienda fisica,Moda,Casaca Denim,VIP,Tarjeta credito,20.76,4,0.008,82.38,45.67,36.71,4.0,0,False
V111391,2024-06-26,Lima,Costa,Web,Tecnologia,Audifonos ANC,Nuevo,Efectivo,372.19,1,0.045,355.44,305.2,50.24,4.5,6,False
V104501,2024-06-27,Piura,Norte,Web,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,538.77,1,0.013,531.77,441.79,89.98,4.5,4,False
V101941,2024-06-27,Chiclayo,Norte,Web,Electrodomesticos,Refrigeradora 400L,VIP,Efectivo,346.65,2,0.127,605.25,540.77,64.48,5.0,1,True
V104662,2024-06-27,Trujillo,Norte,Web,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,300.92,5,0.001,1503.1,1173.59,329.51,3.0,4,False
V105158,2024-06-27,Huancayo,Centro,Web,Belleza,Secadora de Cabello,Recurrente,Tarjeta credito,12.0,5,0.075,55.5,30.0,25.5,5.0,7,False
V103378,2024-06-27,Huancayo,Centro,Web,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,417.59,1,0.057,393.79,325.72,68.07,4.5,7,False
V108567,2024-06-27,Chiclayo,Norte,App movil,Moda,Polo Basico,VIP,Tarjeta credito,33.36,4,0.064,124.9,73.39,51.51,5.0,3,False
V111941,2024-06-27,Cusco,Sur,Tienda fisica,Deportes,Mancuernas 10kg,Recurrente,Tarjeta debito,286.93,4,0.067,1070.82,803.4,267.42,3.5,0,False
V102211,2024-06-27,Lima,Costa,Web,Moda,Vestido Casual,VIP,Tarjeta debito,66.03,3,0.075,183.23,108.95,74.28,4.0,4,True
V105549,2024-06-27,Trujillo,Norte,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta debito,348.97,5,0.0,1744.85,1430.78,314.07,3.0,0,False
V110870,2024-06-27,Huancayo,Centro,Web,Belleza,Perfume 100ml,Recurrente,Efectivo,55.97,3,0.056,158.51,83.96,74.55,4.5,5,False
V110595,2024-06-27,Arequipa,Sur,Tienda fisica,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,444.11,1,0.062,416.58,364.17,52.41,3.0,0,False
V109828,2024-06-27,Chiclayo,Norte,App movil,Hogar,Set de Ollas,Nuevo,Billetera digital,175.76,5,0.064,822.56,588.8,233.76,3.5,7,False
V100728,2024-06-27,Trujillo,Norte,Tienda fisica,Moda,Vestido Casual,VIP,Tarjeta credito,56.93,2,0.089,103.73,62.62,41.11,4.0,0,False
V110943,2024-06-27,Piura,Norte,Tienda fisica,Moda,Polo Basico,Recurrente,Efectivo,115.77,2,0.007,229.92,127.35,102.57,4.5,0,False
V107819,2024-06-28,Arequipa,Sur,Tienda fisica,Belleza,Secadora de Cabello,VIP,Billetera digital,43.03,5,0.092,195.36,107.58,87.78,4.0,0,False
V106031,2024-06-28,Piura,Norte,Tienda fisica,Belleza,Secadora de Cabello,Recurrente,Tarjeta credito,50.09,1,0.0,50.09,25.04,25.05,3.0,0,False
V111566,2024-06-28,Chiclayo,Norte,Tienda fisica,Tecnologia,Laptop Pro 14,Nuevo,Efectivo,307.91,2,0.1,554.24,504.97,49.27,3.5,0,False
V100110,2024-06-28,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta credito,65.58,1,0.056,61.91,36.07,25.84,3.5,0,True
V106694,2024-06-28,Lima,Costa,Tienda fisica,Moda,Vestido Casual,VIP,Billetera digital,114.55,5,0.09,521.2,315.01,206.19,4.0,0,False
V107300,2024-06-28,Lima,Costa,Tienda fisica,Hogar,Organizador Modular,Nuevo,Tarjeta debito,252.92,5,0.002,1262.07,847.28,414.79,5.0,0,False
V105951,2024-06-28,Lima,Costa,App movil,Hogar,Set de Ollas,Recurrente,Tarjeta debito,255.46,5,0.055,1207.05,855.79,351.26,5.0,1,False
V102914,2024-06-28,Iquitos,Oriente,Web,Tecnologia,Smartphone X,VIP,Tarjeta debito,96.37,4,0.107,344.23,316.09,28.14,3.0,1,False
V110658,2024-06-28,Lima,Costa,App movil,Moda,Vestido Casual,Recurrente,Efectivo,131.0,2,0.0,262.0,144.1,117.9,3.0,3,False
V111037,2024-06-28,Cusco,Sur,Web,Hogar,Lampara LED,Nuevo,Efectivo,160.93,3,0.001,482.31,323.47,158.84,4.0,4,False
V106748,2024-06-28,Tacna,Sur,Web,Tecnologia,Tablet Air,Recurrente,Efectivo,349.77,1,0.054,330.88,286.81,44.07,4.0,1,False
V111668,2024-06-28,Trujillo,Norte,Web,Hogar,Organizador Modular,Recurrente,Tarjeta credito,79.72,5,0.0,398.6,267.06,131.54,4.5,8,False
V106000,2024-06-28,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Nuevo,Efectivo,121.02,5,0.039,581.5,496.18,85.32,5.0,0,False
V105388,2024-06-28,Trujillo,Norte,Web,Hogar,Juego de Sabanas,Nuevo,Efectivo,148.4,3,0.066,415.82,298.28,117.54,4.0,7,False
V101089,2024-06-29,Lima,Costa,App movil,Deportes,Colchoneta Yoga,Nuevo,Tarjeta debito,264.99,3,0.038,764.76,556.48,208.28,5.0,5,False
V108666,2024-06-29,Piura,Norte,Web,Belleza,Serum Facial,Recurrente,Billetera digital,99.54,3,0.0,298.62,149.31,149.31,4.5,6,False
V101422,2024-06-29,Trujillo,Norte,Tienda fisica,Belleza,Perfume 100ml,VIP,Billetera digital,123.83,3,0.019,364.43,185.74,178.69,3.0,0,False
V106679,2024-06-29,Arequipa,Sur,App movil,Hogar,Lampara LED,VIP,Billetera digital,130.45,4,0.083,478.49,349.61,128.88,4.0,2,False
V108593,2024-06-29,Cusco,Sur,Web,Belleza,Serum Facial,Recurrente,Billetera digital,61.25,5,0.071,284.51,153.12,131.39,4.5,5,False
V102024,2024-06-29,Lima,Costa,Web,Moda,Jean Slim,Recurrente,Tarjeta debito,124.78,3,0.098,337.65,205.89,131.76,4.5,7,False
V102602,2024-06-29,Tacna,Sur,Tienda fisica,Moda,Vestido Casual,VIP,Tarjeta debito,72.27,1,0.0,72.27,39.75,32.52,5.0,0,False
V111902,2024-06-29,Lima,Costa,Web,Electrodomesticos,Lavadora 12kg,Nuevo,Tarjeta credito,584.19,1,0.008,579.52,455.67,123.85,4.0,5,False
V102262,2024-06-30,Arequipa,Sur,Web,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,404.7,1,0.059,380.82,331.85,48.97,4.5,7,False
V105952,2024-06-30,Lima,Costa,Web,Tecnologia,Audifonos ANC,Recurrente,Efectivo,167.92,3,0.09,458.42,413.08,45.34,4.0,6,False
V104445,2024-06-30,Piura,Norte,Tienda fisica,Hogar,Organizador Modular,Recurrente,Billetera digital,132.85,4,0.0,531.4,356.04,175.36,4.0,0,False
V108043,2024-06-30,Tacna,Sur,Tienda fisica,Tecnologia,Tablet Air,Nuevo,Tarjeta credito,593.88,1,0.023,580.22,486.98,93.24,3.5,0,False
V106704,2024-06-30,Lima,Costa,Marketplace,Tecnologia,Smartphone X,VIP,Tarjeta credito,283.15,1,0.136,244.64,232.18,12.46,5.0,6,False
V109649,2024-06-30,Piura,Norte,Tienda fisica,Deportes,Balon Pro,Recurrente,Tarjeta credito,192.38,2,0.0,384.76,269.33,115.43,5.0,0,False
V107741,2024-06-30,Tacna,Sur,Tienda fisica,Deportes,Mancuernas 10kg,Recurrente,Tarjeta debito,123.89,3,0.031,360.15,260.17,99.98,3.0,0,False
V102859,2024-06-30,Piura,Norte,Tienda fisica,Moda,Casaca Denim,Recurrente,Efectivo,83.43,4,0.024,325.71,183.55,142.16,4.0,0,False
V101001,2024-06-30,Tacna,Sur,App movil,Hogar,Lampara LED,Nuevo,Billetera digital,174.93,3,0.02,514.29,351.61,162.68,3.5,3,False
V102871,2024-06-30,Trujillo,Norte,Tienda fisica,Belleza,Secadora de Cabello,Recurrente,Billetera digital,78.7,5,0.005,391.53,196.75,194.78,4.5,0,False
V100398,2024-07-01,Piura,Norte,Tienda fisica,Tecnologia,Smartphone X,Nuevo,Efectivo,393.89,2,0.154,666.46,645.98,20.48,3.5,0,False
V111382,2024-07-01,Cusco,Sur,Tienda fisica,Electrodomesticos,Refrigeradora 400L,VIP,Billetera digital,443.09,1,0.191,358.46,345.61,12.85,3.5,0,False
V108292,2024-07-01,Arequipa,Sur,App movil,Moda,Vestido Casual,Nuevo,Billetera digital,121.86,5,0.128,531.31,335.12,196.19,4.0,7,False
V107318,2024-07-01,Arequipa,Sur,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta credito,78.97,4,0.154,267.23,211.64,55.59,5.0,0,False
V104169,2024-07-01,Lima,Costa,Tienda fisica,Belleza,Serum Facial,Recurrente,Tarjeta debito,77.61,3,0.056,219.79,116.42,103.37,4.0,0,False
V104480,2024-07-01,Lima,Costa,Tienda fisica,Deportes,Balon Pro,Recurrente,Billetera digital,115.15,1,0.065,107.67,80.6,27.07,4.0,0,False
V107127,2024-07-01,Tacna,Sur,Web,Electrodomesticos,Microondas 30L,Nuevo,Billetera digital,289.15,2,0.187,470.16,451.07,19.09,5.0,2,False
V100056,2024-07-01,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Recurrente,Billetera digital,259.31,3,0.121,683.8,606.79,77.01,4.5,0,False
V100457,2024-07-01,Chiclayo,Norte,App movil,Moda,Vestido Casual,Recurrente,Billetera digital,130.13,5,0.084,596.0,357.86,238.14,5.0,4,False
V105203,2024-07-01,Lima,Costa,Tienda fisica,Tecnologia,Audifonos ANC,Nuevo,Efectivo,610.3,1,0.159,513.26,500.45,12.81,4.0,0,False
V106198,2024-07-02,Arequipa,Sur,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Tarjeta credito,60.85,4,0.165,203.24,170.38,32.86,5.0,0,False
V104503,2024-07-02,Piura,Norte,Web,Hogar,Lampara LED,Nuevo,Tarjeta debito,245.92,2,0.133,426.43,329.53,96.9,4.5,7,False
V102735,2024-07-02,Piura,Norte,App movil,Electrodomesticos,Aspiradora Robot,VIP,Tarjeta debito,555.99,1,0.224,431.45,433.67,-2.22,2.5,5,False
V111361,2024-07-02,Arequipa,Sur,Tienda fisica,Belleza,Perfume 100ml,Recurrente,Efectivo,89.17,2,0.098,160.86,89.17,71.69,4.0,0,False
V101507,2024-07-02,Iquitos,Oriente,Tienda fisica,Deportes,Balon Pro,Recurrente,Efectivo,141.91,2,0.167,236.42,198.67,37.75,4.0,0,False
V106167,2024-07-02,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta credito,136.85,3,0.147,350.2,275.07,75.13,4.5,0,False
V109960,2024-07-02,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Recurrente,Tarjeta debito,521.36,1,0.129,454.1,406.66,47.44,3.5,0,False
V108648,2024-07-02,Arequipa,Sur,Web,Moda,Polo Basico,Nuevo,Tarjeta debito,55.3,1,0.108,49.33,30.42,18.91,4.5,4,False
V106270,2024-07-03,Lima,Costa,App movil,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,415.71,1,0.123,364.58,340.88,23.7,5.0,1,False
V107473,2024-07-03,Cusco,Sur,Web,Tecnologia,Smartphone X,VIP,Tarjeta debito,390.93,4,0.15,1329.16,1282.25,46.91,3.5,1,False
V101565,2024-07-03,Trujillo,Norte,Web,Hogar,Juego de Sabanas,VIP,Billetera digital,12.0,1,0.189,9.73,8.04,1.69,5.0,1,False
V109156,2024-07-03,Lima,Costa,Tienda fisica,Electrodomesticos,Microondas 30L,VIP,Tarjeta debito,334.74,5,0.132,1452.77,1305.49,147.28,3.0,0,False
V107418,2024-07-03,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Microondas 30L,Recurrente,Efectivo,500.82,1,0.118,441.72,390.64,51.08,5.0,0,False
V105244,2024-07-03,Cusco,Sur,Tienda fisica,Deportes,Balon Pro,Recurrente,Tarjeta credito,197.9,1,0.133,171.58,138.53,33.05,4.5,0,False
V101009,2024-07-03,Chiclayo,Norte,Web,Moda,Vestido Casual,VIP,Tarjeta credito,128.78,4,0.176,424.46,283.32,141.14,3.5,2,False
V100759,2024-07-03,Chiclayo,Norte,Tienda fisica,Moda,Polo Basico,Recurrente,Efectivo,76.31,1,0.0,76.31,41.97,34.34,5.0,0,False
V101136,2024-07-03,Piura,Norte,Web,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,424.82,1,0.145,363.22,348.35,14.87,3.5,7,False
V109096,2024-07-03,Lima,Costa,Tienda fisica,Belleza,Perfume 100ml,VIP,Billetera digital,49.87,2,0.258,74.01,49.87,24.14,3.5,0,False
V103046,2024-07-03,Arequipa,Sur,App movil,Tecnologia,"Monitor 27""",Recurrente,Efectivo,564.35,1,0.117,498.32,462.77,35.55,4.5,3,True
V111250,2024-07-04,Lima,Costa,App movil,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta credito,283.38,3,0.078,783.83,663.11,120.72,4.0,1,False
V109034,2024-07-04,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Tarjeta credito,187.03,1,0.111,166.27,125.31,40.96,3.0,6,False
V111708,2024-07-04,Lima,Costa,Tienda fisica,Deportes,Mancuernas 10kg,Nuevo,Billetera digital,189.96,5,0.035,916.56,664.86,251.7,3.5,0,False
V101364,2024-07-04,Arequipa,Sur,App movil,Moda,Jean Slim,Nuevo,Tarjeta credito,139.85,2,0.218,218.73,153.84,64.89,4.0,1,False
V107522,2024-07-04,Huancayo,Centro,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Billetera digital,340.32,2,0.042,652.05,558.12,93.93,4.5,0,False
V107075,2024-07-04,Lima,Costa,App movil,Tecnologia,"Monitor 27""",Nuevo,Tarjeta debito,213.45,1,0.158,179.72,175.03,4.69,3.0,4,False
V110948,2024-07-04,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Recurrente,Efectivo,72.95,2,0.11,129.85,80.24,49.61,5.0,0,False
V105844,2024-07-04,Arequipa,Sur,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta debito,51.84,4,0.224,160.91,138.93,21.98,4.5,0,False
V100087,2024-07-04,Cusco,Sur,Web,Tecnologia,Smartphone X,Recurrente,Billetera digital,277.29,4,0.139,954.99,909.51,45.48,4.5,5,False
V101290,2024-07-04,Trujillo,Norte,Marketplace,Hogar,Juego de Sabanas,Nuevo,Tarjeta debito,247.55,5,0.044,1183.29,829.29,354.0,4.5,2,False
V104803,2024-07-04,Huancayo,Centro,Web,Hogar,Lampara LED,VIP,Efectivo,208.0,5,0.102,933.92,696.8,237.12,5.0,8,False
V102510,2024-07-04,Cusco,Sur,Marketplace,Belleza,Secadora de Cabello,Recurrente,Tarjeta debito,45.1,2,0.103,80.91,45.1,35.81,3.5,5,False
V102370,2024-07-04,Trujillo,Norte,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Tarjeta debito,134.94,4,0.117,476.61,361.64,114.97,5.0,0,False
